EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
980038754,ELIZABETH GREENSHIELDS FOUNDATION,% 1814 SHERBROOKE ST W APT 1,MONTREAL QC H3H 1E4,CANADA,,00000-0000,0000,03,3,1000,198003,4,04,040000000,2,01,201912,8,8,00,1,12,21749583,18332193,,,
980039660,ST ANDREWS EPISCOPAL CHURCH INC,% E AMBROSE GUMBS,PO BOX 7368,ST THOMAS,VI,00801-0368,0000,03,3,7000,200008,0,10,000000000,1,01,,0,0,06,0,12,,,,X21,
980040227,MARIANAS BAPTIST CHURCH,,SAIPAN,SAIPAN,MP,96950-0000,0000,03,3,7000,197912,1,10,001006000,1,01,,0,0,06,0,12,,,,,
980040652,UNIVERSITY OF B C PENSION PLAN FOR MEMBERS OF THE ACADEMIC STAFF,,VANCOVER BC V6T 1Z3,CANADA,,00000-0000,0000,03,3,2000,198002,4,15,268911000,2,01,201712,9,9,01,0,12,2291970421,168772206,168772206,Y30Z,
980041019,INTERNATIONAL CENTRE FOR DIARRHOEAL DISEASE RESEARCH BANGLADESH,,MOHAKHALI DHAKA 1212,BANGLADESH,,00000-0000,0000,03,3,1000,198107,1,15,161911000,1,01,201812,9,9,01,0,12,106725702,70239988,70239988,,
980041031,ROSSORY PARISH SELECT VESTRY 0631,,ENNISKILLEN,NORTH IRELAND,,00000-0000,0000,03,3,7000,197601,2,10,001000000,5,01,,0,0,06,0,12,,,,,
980041406,THE ITALIAN STUDENT LOAN FUND CORP,% CSA,00186 RM,ITALY,,00000-0000,0000,03,3,1000,198002,2,15,040041000,1,01,201812,6,4,01,0,12,1648630,333623,333623,Q220,
980041970,INTERNATINAL COUNCIL OF SCIENTIFIC UNIONS,,PARIS ILE-DE-FRANCE 75116,FRANCE,,00000-0000,0000,03,3,7000,198010,2,15,037000000,1,01,201912,7,7,01,0,12,6576008,8727909,8074643,U00J,
980042539,UNIVERSITY OF REGINA,,REGINA SASKATCHEWAN S4S 0A2,CANADA,,00000-0000,0000,03,3,2000,198007,4,11,030031000,1,01,201904,9,9,01,0,04,610950528,314038683,307463013,,
980043814,AIR FORCE SERGEANTS ASSOCIATION,% LIVIU BOGDEN,PO BOX 291211,YIGO,GU,96929-3090,1758,19,9,1000,197205,2,00,480908000,5,01,,0,0,02,0,12,,,,,1560 CHAPTER
980046151,CAMPION SCHOOL,,15302 PALLINI ATHENS,GREECE,,00000-0000,0000,03,3,1000,198105,2,11,046030000,1,01,201908,7,7,01,0,08,8364305,7021100,7000022,,
980046254,ZWEIBRUECKEN BAPTIST CHURCH,,ZWEIBRUECKEN,GERMANY,,00000-0000,0000,03,3,7200,198412,2,10,046001029,5,01,,0,0,06,0,01,,,,,
980046260,THE INSTITUTE FOR HUMAN GENETICS AND BIOCHEMISTRY 12 RUE DU MONT-DE,,CH-1121 GENEVA,SWITZERLAND,,00000-0000,0000,03,3,1280,198105,2,12,150161162,1,01,201812,6,6,01,0,12,1610553,1144488,186604,,
980046301,CHURCH OF CHRIST OF THE TERRITORY OF GUAM,,PO BOX 883,AGUNA,GU,96932-0883,0000,03,3,7000,200908,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
980047013,LA PAZ COMMUNITY CHURCH,,LA PASA,BOLIVIA,,00000-0000,0000,03,3,1700,198901,2,10,001029000,1,01,,0,0,06,0,10,,,,,
980047386,SOUTHWEST PROFESSIONAL INDEMNITY CORPORATION,% ADVANTAGE INTL MGMT CAYMAN,GRAND CAYMAN KY1-1105,CAYMAN ISLANDS,,00000-0000,0000,15,3,1000,198903,2,00,279000000,5,01,201912,5,4,01,0,12,520550,119977,119977,,
980047451,ST PETER CHANEL PARISH FAGASA,,PO BOX 596,PAGO PAGO,AS,96799-0596,0928,03,9,1700,194603,0,10,031150120,5,01,,0,0,06,0,12,,,,,
980047586,LAIDLAW FOUNDATION,,TORONTO ON M4T 2T5,CANADA,,00000-0000,0000,03,3,1000,198112,1,02,040602000,1,01,201912,8,6,00,1,12,48878690,2572819,,,
980048901,UNITED WAY OF CANADA CENTRAIDE,% PAUL TOTTEN COO,OTTAWA ONTARIO K1P 5G3,CANADA,,00000-0000,0000,03,3,1000,198112,4,15,600927994,1,01,201912,6,6,01,0,12,2988649,4443146,4443146,,
980049735,KAPPA ALPHA PSI FRATERNITY,% CARRINGTON R CARTER SR,PSC 400 BOX 6023,APO,AP,96273-0061,1372,07,9,1000,195706,0,00,000000000,5,01,201809,2,2,02,0,09,11813,20899,20899,,KOREA ALUMNI
980049790,CONGREGATIONAL CHRISTIAN CHURCH IN AMERICAN SAMOA,% CCCAS,PO BOX 1537,PAGO PAGO,AS,96799-1537,0000,03,3,7000,202011,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
980050118,AMERICAN COMMUNITY SCHOOL OF ABU DHABI,,ABU DHABI,UNITED ARAB EMIRATES,,00000-0000,0000,03,3,2000,200002,1,11,000000000,5,01,201908,8,8,01,0,08,38889275,25009488,25009488,B20,
980050185,OCEAN WISE CONSERVATION ASSOCIATION,% PO BOX 3232,VANCOUVER BRITISH COLUMBIA CANADA V,CANADA,,00000-0000,0000,03,3,1000,198204,4,16,060000000,1,01,201812,9,8,01,0,12,59006048,35816664,32198705,,
980051058,IROSIN EVANGELICAL CHURCH INCORPORATED IROSIN,,IROSIN SORSOGON 5210,PHILLIPINES,,00000-0000,0000,03,3,1700,198403,2,10,001029000,1,01,,0,0,06,0,12,,,,,
980051094,MOUNT SAINT VINCENT UNIVERSITY,% CATHLEEN MADGETT,HALIFAX NOVA SCOTIA B3M 2J6,CANADA,,00000-0000,0000,03,3,2000,198108,4,11,001000000,1,01,202003,0,0,02,0,03,0,0,0,,
980051894,AIR FORCE SERGEANTS ASSOCIATION,% RENIEKA D PEPPER BENJAMIN,PSC 2 BOX 10479,APO,AE,09012-0105,1758,19,9,1000,197205,2,00,480908000,5,01,,0,0,01,0,12,,,,,1674 CHAPTER
980052053,COASTAL MISSIONS SOCIETY,,CHEMAINUS BC V0R 1K0,CANADA,,00000-0000,0000,03,3,1700,198206,4,15,005006007,1,01,201812,6,4,01,0,12,1557484,181223,181065,,
980052462,CORNERSTONE BAPTIST CHURCH,,ACHAFFENBURG,WEST GERMANY,,00000-0000,0000,03,3,7000,198303,2,10,001000000,5,01,,0,0,06,0,12,,,,,
980052780,BROCK UNIVERSITY,,ST CATHARINES ONTARIO L2S 3A1,CANADA,,00000-0000,0000,03,3,1000,198306,4,11,030000000,1,01,201804,9,9,01,0,04,498459610,272473877,267345221,B43Z,
980053906,YAP COMMUNITY ACTION PROGRAM YAPCAP,,PO BOX 426,YAP,FM,96943-0426,0000,03,3,1000,198303,1,11,408030000,1,01,201809,6,4,01,0,09,2876156,354313,354313,,
980054968,INTERNATIONAL CENTRE FOR AGRICULTURAL RESEARCH IN THE DRY A,,BEIRUT,LEBANON,,00000-0000,0000,03,3,1000,198401,2,15,046199000,5,01,201812,8,8,01,0,12,22044038,32160149,32160149,Q053,
980055958,GUMA MAMI,,PO BOX FN,HAGATNA,GU,96932-7664,0000,03,3,1000,200101,1,15,998000000,1,01,201809,5,6,01,0,09,777699,1361793,1360628,L20,
980055968,VANCOUVER FOUNDATION,,VANCOUVER BC V6B 4M9,CANADA,,00000-0000,0000,03,3,1000,198306,4,15,162000000,1,01,201812,9,9,01,0,12,881862971,101145467,101145467,,
980056792,PALAU COMMUNITY ACTION AGENCY,,PO BOX 3000,PALAU,PW,96940-6013,0000,03,3,1000,198511,1,15,911000000,1,01,201809,6,6,01,0,09,3904401,2548254,2548254,P28Z,
980057133,ARMED FORCES COMMUNICATIONS AND ELECTRONICS ASSOCIATION,% CAPT RAMBERTO TORRUELLA,CMR 489 BOX 1873,APO,AE,09751-0019,3185,06,9,2000,198209,2,00,065207000,1,01,201912,0,0,02,0,12,0,0,0,,STUTTGART CHAPTER
980057751,FOUNDATION ST JEAN DE BRITO,,SIERRE,SWITZERLAND,,00000-0000,0000,03,3,6100,198304,2,10,006007000,1,01,,0,0,06,0,12,,,,,
980058317,ST PETERS SEMINARY CORPORATION OF LONDON IN ONTARIO,,LONDON ONTARIO N6A 3Y1,CANADA,,00000-0000,0000,03,3,7200,198306,4,10,279001000,1,01,,0,0,06,0,04,,,,,
980058511,UNIVERSITY OF B C STAFF PENSION PLAN,,VANCOUVER BC V6T 1Z3,BOTSWANA,,00000-0000,0000,03,3,1000,000000,0,16,000000000,0,01,201812,9,9,01,0,12,1712910212,163515972,163515972,,
980058629,ASSEMBLY OF GOD AGAT GUAM CHRISTIAN LIFE CENTER A RELIGOUS ORGANIZATI,,681 N RTE 2,AGAT,GU,96928-0000,0000,03,3,7000,201606,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
980058740,THE MOUNT ROYAL CEMETERY COMPANY,% DAVID SCOTT,OUTREMONT QUEBEC H4V 2P9,CANADA,,00000-0000,0000,13,3,2000,198308,2,00,900000000,1,01,201912,8,7,01,0,12,41251355,5731103,5731103,,
980059382,AMERICAN FRIENDS OF THE ROYAL PHILHARMONIC ORCHESTRA,% RPO,LONDON ENGLAND EC1R 0QT,UNITED KINGDOM,,00000-0000,0000,03,3,1200,198310,1,04,090000000,1,25,201912,4,4,00,1,12,197187,184076,,,
980060918,ST ANDREWS HERITAGE TRUST,% PATRICIA REYNOLDS,TORONTO ONTARIO M5J 1W9,CANADA,,00000-0000,0000,03,3,1200,198609,4,17,911602000,2,01,201812,0,0,02,0,12,0,0,0,,
980061197,INTERNATIONAL UNION OF CRYSTALLOGRAPHY,,CHESTER CH1 2HU,UNITED KINGDOM,,00000-0000,0000,03,3,2000,198510,2,16,998000000,1,01,201812,6,6,01,0,12,3806158,3347506,3381408,Z99Z,
980061275,SAMOA BAPTIST ACADEMY,% LUCY TAFRO,PO BOX H,PAGO PAGO,AS,96799-9708,1606,03,9,7000,196311,1,10,029000000,1,01,,0,0,06,0,12,,,,,
980061413,UNIVERSITY OF WATERLOO,% PATRICIA HANCOCK,WATERLOO ONTARIO N2L 3G1,CANADA,,00000-0000,0000,03,3,1000,198411,4,11,046030000,1,01,201904,0,0,02,0,04,0,0,0,,
980062196,RELIGIOUS HOSPITALLERS OF ST JOSEPH OF DELAWARE INC,,MONTREAL QC,CANADA,,00000-0000,0928,03,9,7000,194603,1,10,031150120,5,01,200912,0,0,06,0,12,,,,,
980063479,MU THETA ZETA CHAPTER,% ZETA PHI BETA SORORITY INC,GENERAL DELIVER 23152,APO,AE,09009-0000,0000,10,3,1000,202005,2,00,036279040,5,01,201906,2,2,02,0,06,12050,19766,19766,B03,
980064446,THE SISTERS OF NAZARETH OF AMERICAN SAMOA,,PO BOX 1510,PAGO PAGO,AS,96799-1510,0928,03,9,1700,198606,1,10,001030150,5,01,,6,5,13,0,06,,,,,
980064603,NATIONAL IVES ROYAL ORDER OF JESTERETTS,% LYNDA JEWKES,TILLSONBURG ONTARIO N4G 5H6,CANADA,,00000-0000,2687,10,9,1000,197601,2,00,260318319,5,01,202009,0,0,02,0,09,0,0,0,,10 TOR-CAN
980065009,VICTORY CHAPEL INC,,PO BOX 20688,BARRIGADA,GU,96921-0688,0000,03,3,7000,200511,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
980065405,CONGREGATION OF THE IMMACULATE HEART OF MARY SCHEUT MISSION HK,,KOWLOON,HONG KONG,,00000-0000,0000,03,3,7000,198712,2,10,911003006,1,01,,0,0,06,0,12,,,,,
980065737,CHURCH OF ST ANDREW & ST PAUL,% ROYAL TRUST,TORONTO ONTARIO M5W 1P9,CANADA,,00000-0000,0000,03,3,7000,198604,4,10,001000000,1,01,,0,0,06,0,12,,,,,
980066847,CROUCHER FOUNDATION,,HONG KONG,HONG KONG,,00000-0000,0000,03,3,1000,198512,2,04,199000000,2,01,201909,9,6,00,1,09,250723275,2556156,,,
980067299,SUNNYBROOK FOUNDATION,,LOCAL,CANADA,,00000-0000,0000,03,3,1200,198608,4,15,927911000,1,01,201903,9,9,01,0,03,190704019,53097306,52084521,,
980069849,VETERANS OF FOREIGN WARS POST 10614,% GEORGE J GILGORE,UNIT 23152,APO,AE,09067-3152,0000,19,3,1000,198605,1,00,910000000,5,01,201912,0,0,02,0,12,0,0,0,,
980070373,RHEINLAND BAPTIST CHURCH,,6795 KINDSBACH,WEST GERMANY,,00000-0000,0000,03,3,7000,198608,2,10,001000000,1,01,,0,0,06,0,12,,,,,
980072236,ST STEPHENS SCHOOL CORPORATION,% ERIC MAYER,00153 ROMA,ITALY,,00000-0000,0000,03,3,2000,196308,0,15,000000000,5,01,,7,7,00,0,08,,,,,
980072853,SOCIETY OF AMERICAN MILITARY ENGINEERS,% SCOT TURYGEN,CMR 467 BOX 1985,APO,AE,09096-0020,1278,03,9,2800,195411,1,16,059908120,5,01,202012,0,0,02,0,12,0,0,0,,S A M E RHEIN-MAIN POST
980072997,JOHN CABOT UNIVERSITY,,ROME 00165,ITALY,,00000-0000,0000,03,3,1000,199804,1,11,030000000,1,01,201906,9,8,01,0,06,57617567,46948486,46948486,B43Z,
980074736,ZWEIBRUCKEN BAPTIST CHURCH,,6660 ZWEIBRUCKEN,WEST GERMANY,,00000-0000,0000,03,3,7000,198608,2,10,001000000,1,01,,0,0,06,0,12,,,,,
980075208,LUSO-AMERICAN DEVELOPMENT FOUNDATION,,1249-090 LISBOA,PORTUGAL,,00000-0000,0000,04,3,3000,198607,2,00,911602400,1,01,201812,9,1,02,0,12,153311567,4824,4824,,
980076515,THE FIRST PRESBYTERIAN CHURCH OF GUAM,% REV BUM YONG CHOI,PO BOX 9490,TAMUNING,GU,96931-5490,0000,03,3,1700,200608,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
980077279,MONTREAL ASSOCIATION FOR THE BLIND FOUNDATION,,MONTREAL QUEBEC H4B 1R3,CANADA,,00000-0000,0000,03,3,1000,198801,4,10,038000000,1,01,,0,0,02,0,12,,,,,
980077449,FIRST CHURCH OF GOD,% MARK BENAVENTE,PO BOX 20850,BARRIGADA,GU,96921-0850,1489,03,9,7000,196007,1,10,001268000,1,01,,0,0,06,0,12,,,,,
980078729,BOARD OF GOVERNORS OF THE BANFF CENTRE,,BANFF AB T1L 1H5,CANADA,,00000-0000,0000,03,3,2000,198707,4,11,030000000,1,01,201803,9,9,01,0,03,225903837,69814196,69060662,,
980084843,MARIANAS BAPTIST CHURCH,% ED POPPE,PO BOX 7740,AGAT,GU,96928-0740,1606,03,9,7000,196311,1,10,029000000,1,01,,0,0,06,0,12,,,,,
980085071,LEND-A-HAND INC,,238 ARCHBISHOP FLORES STREET,AGANA,GU,96910-5113,9102,03,9,1000,198901,1,16,429000000,1,01,201512,0,0,02,0,12,0,0,0,,PACIFIC DAILY NEWS
980085912,SHOWA WOMENS UNIVERSITY INC,% RYUICHI NITTA,SETAGAYAKU TOKYO JAPAN 154-8533,JAPAN,,00000-0000,0000,03,3,1000,198805,1,11,000000000,5,01,201903,9,9,01,0,03,476996462,123954330,123954330,B24Z,
980085979,GUAM BUDDHISM SOCIETY,% THOMAS S HUANG,PO BOX 21027,BARRIGADA,GU,96921-1027,0000,03,3,7000,201407,1,10,000000000,1,01,,0,0,06,0,12,,,,X50,
980086141,GRACE CHRISTIAN MINISTRIES OF THE ASSEMBLIES OF GOD,,PO BOX 502140,SAIPAN,MP,96950-2140,8257,03,8,1270,199809,1,10,001000000,1,01,,0,0,06,0,12,,,,X21Z,GRACE CHRISTIAN ASSEMBLY
980086227,INTERNATIONAL SOCIETY FOR ISAAC,,TORONTO ONTARIO M3J 2N2,CANADA,,00000-0000,0000,03,3,1200,199607,4,16,160123995,1,01,201912,5,4,01,0,12,628595,231090,231090,Q300,ISAAC
980090472,VICTIM ADVOCATES REACHING OUT,,PO BOX 2045,HAGATNA,GU,96932-2045,0000,03,3,1000,201503,1,15,000000000,1,01,201809,3,4,01,0,09,92368,225389,214168,F40,VARO
980096928,SOCIETY OF AMERICAN MILITARY ENGINEERS,% EVAN FORTNEY,UNIT 35023,APO,AP,96378-5023,1278,03,9,2800,195411,1,16,059000000,5,01,201912,0,0,02,0,12,0,0,0,,S A M E JAPAN POST
980096930,KOREAN PRESBYTERIAN CHURCH OF SAIPAN,% KOREAN PRESBYTERIAN CHURCH OF,PO BOX 501526,SAIPAN,MP,96950-1526,0000,03,3,7000,201012,1,10,000000000,1,01,201512,4,4,06,0,12,340785,239285,239285,X20,HAM KI ARM
980097848,SOCIETY OF AMERICAN MILITARY ENGINEERS,% ROBERT LOVETT,UNIT 3221,APO,AE,09094-3221,1278,03,9,2800,195411,1,16,059000000,5,01,201912,0,0,02,0,12,0,0,0,,S A M E KAISERSLAUTERN POST
980098047,SIM INTERNATIONAL,,HOWICK,NEW ZEALAND,,00000-0000,0000,03,3,7000,198907,2,10,002000000,1,01,,0,0,06,0,09,,,,,
980098048,SOCIETE INTERNATIONALE MISSIONNAIRE,,CH 1004 LAUSANNE,SUISSE,,00000-0000,0000,03,3,7000,198907,2,10,002000000,1,01,,0,0,06,0,09,,,,,
980098049,SIM CANADA,,SCARBOROUGH PROV OF ONTARIO M1W 2S5,CANADA,,00000-0000,0000,03,3,7000,198907,4,10,002000000,1,01,,0,0,06,0,09,,,,,
980098051,SIM INTERNATIONAL UK JOINT MISSION CENTRE,,COULSDON SURREY CR3 2HR,ENGLAND,,00000-0000,0000,03,3,7000,198907,2,10,002000000,1,01,,0,0,06,0,09,,,,,
980098218,MAKE-A-WISH FOUNDATION OF GUAM,,590 S MARINE CORPS DR STE 109,TAMUNING,GU,96913-3555,0000,03,3,1000,201911,1,16,000000000,1,01,,0,0,01,0,08,,,,T11,
980098988,JESUS FINAL COMMAND INC,% JOHN M PENDLETON PRES,ZACATECAS ZACATECAS MEXICO 98070,MEXICO,,00000-0000,0000,03,3,1000,199001,4,15,006000000,1,01,201909,4,3,02,0,09,180598,36282,36282,X20Z,
980099070,VETERANS OF FOREIGN WARS,,CMR 415 BOX 3376,APO,AE,09114-0034,0000,04,3,3000,196701,2,00,907000000,5,01,201910,0,0,02,0,10,0,0,0,,10692 TOWER POST
980099973,INTERNATIONAL INSTITUTE FOR ENVIRONMENT AND DEVELOPMENT,,LONDON WC1X 8NH,UNITED KINGDOM,,00000-0000,0000,03,3,1200,198904,1,15,911000000,1,01,201903,8,8,01,0,03,11140102,27181517,27181517,,
980100375,JOSEPH ROWNTREE FOUNDATION,,YORK YO30 6WP,UNITED KINGDOM,,00000-0000,0000,03,3,1000,198912,2,04,160000000,2,01,201912,9,8,00,1,12,404170626,10857652,,T21,
980100761,FONDATION H DUDLEY WRIGHT,% PESTALOZZI LACHENAL PATRY,GENEVE SWITZERLAND CH-1204,SWITZERLAND,,00000-0000,0000,03,3,1820,198906,2,04,911602123,1,01,201812,8,4,00,1,12,16787805,368532,,,
980104248,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,% STEVE COSTA,1775 ADMIRAL SHERMAN BLVD,BARRIGADA,GU,96913-1612,3254,05,9,3000,199002,2,00,263000000,5,01,201912,0,0,02,0,12,0,0,0,,NATCA LOCAL ZUA
980104492,KEBAYORAN BAPTIST CHURCH-ENGLISH LANGUAGE CONGREGATION INC,,KEBAYORAN BARU JAKARTA,INDONESIA,,00000-0000,0000,03,3,1700,199009,2,10,001007000,1,01,,0,0,06,0,12,,,,,
980104816,GUAM CHURCH OF RESURRECTION,,PO BOX 26443,BARRIGADA,GU,96921-6443,0000,03,3,7000,200102,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
980105409,MAKIVIK CORPORATION,% ANGELO MANNETTA,VILLE ST LAURENT QUEBEC H4M 2X6,CANADA,,00000-0000,0000,04,3,1000,199106,2,00,119923000,1,01,201909,9,9,01,0,09,468008853,58188093,7320846,,
980106558,SHAAR HASAHMAYIM SYNAGOGUE,,ENGINEERS LANE,GIBRALTAR,,00000-0000,0000,03,3,1000,199005,2,10,001000000,1,01,,0,0,06,0,06,,,,,
980109072,RAY AND DIANA HARRYHAUSEN FOUNDATION,% TURCAN CONNELL,EDINBURGH EH3 9EE,UNITED KINGDOM,,00000-0000,0000,03,3,1000,199007,2,04,911149000,2,01,201903,7,3,00,1,03,9399660,75974,,,
980111198,MORLEY & RITA COHEN FOUNDATION,% MORLEY M COHEN,DOLLARD DES ORMEAUX QC H9B 2K4,CANADA,,00000-0000,0000,03,3,1000,199008,4,04,150000000,1,01,201812,6,5,00,1,12,4235157,584598,,,
980112881,YAYASAN KANTOR WALIGEREJA INDONESIA K W I,,JAKARTA 10340,INDONESIA,,00000-0000,0000,03,3,7000,199010,2,15,001000000,5,01,,0,0,13,0,06,,,,,
980113448,CANADIAN CENTRE FOR ARCHITECTURE,% RICHARD P DOYLE,MONTREAL QC H3H 2S6,CANADA,,00000-0000,0000,03,3,2000,199103,4,04,060000000,1,01,201912,9,8,00,1,12,148578910,11391952,,,CCA
980113680,HAPPY VALLEY BAPTIST CHURCH,% ELISE TAFAO,PO BOX O,PAGO PAGO,AS,96799-9714,1606,03,9,7000,196311,1,10,036000000,5,01,,0,0,06,0,12,,,,,
980113681,SAMOA KOREAN BAPTIST CHURCH,% CHANG LEE,PO BOX 2068,PAGO PAGO,AS,96799-2068,1606,03,9,7000,196311,1,10,029000000,1,01,,0,0,06,0,12,,,,,
980113683,FIRST CHINESE CHURCH OF AMERICAN SAMOA,,PAGO PAGO AM 96799,SAMOA,,00000-0000,1606,03,9,7000,196311,1,10,036000000,5,01,,0,0,06,0,12,,,,,
980116396,FOMENTO EDUCATIONAL A C,,CIUDAD DE MEXICO CDMX 11000,MEXICO,,00000-0000,0000,03,3,1000,199203,2,04,911603149,1,01,201812,7,5,00,1,12,6283126,513491,,Q300,
980118943,FOUNDATION FOR EDUCATIONAL EXCHANGE BETWEEN CANADA & THE U S A,% AVA KOVATS-SR DR FIN ADM & H,OTTAWA ONTARIO K1R 1A4,CANADA,,00000-0000,0000,03,3,1200,199202,4,15,040000000,1,01,202008,8,6,01,0,08,15013513,3851162,3851162,Q122,
980119947,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANIZATION,% THOMAS MUNYARD,ACTON ACT 2601,AUSTRALIA,,00000-0000,0000,03,3,1000,199201,0,15,000000000,1,01,201906,9,9,01,0,06,2033338820,1025323233,1024947833,,
980121066,BARNABAS FAMILY MINISTRIES SOCIETY,% SUZANNA HAMBLETON,GIBSONS BRITISH COLUMBIA V0N 1V0,CANADA,,00000-0000,0000,03,3,7200,199205,4,15,563000000,1,01,201912,7,6,01,0,12,7995422,1201252,1174813,X20Z,
980121082,VETERANS OF FOREIGN WARS POST 8862,,CMR 427 BOX 1276,APO,AE,09630-0013,0000,19,0,1000,000000,0,00,000000000,0,01,201911,0,0,02,0,11,0,0,0,,
980122718,THE RAMSTEIN ROADRUNNERS,,CMR 469 BOX 277,APO,AE,09227-0003,0000,04,3,3000,201102,2,00,000000000,5,01,201809,0,0,02,0,09,0,0,0,N70,
980122785,HOPE CHAPEL OKINAWA,,PSC 557 BOX 3553,FPO,AP,96379-0000,1061,03,9,7000,194910,1,10,000000000,5,01,,0,0,06,0,12,,,,,
980123241,INTERNATIONAL OLYMPIC COMMITTEE,% EMRE KURTOGLU,1007 LAUSANNE,SWITZERLAND,,00000-0000,0000,04,3,1000,199203,2,00,300317000,1,01,201912,9,9,01,0,12,4087990854,730001238,730001238,,
980124159,CANADIAN CHRISTADELPHIAN BIBLE SCHOOL,% PETER J SAGE,PICTON K0K 2T0,ONTARIO CANADA,,00000-0000,2294,03,9,7000,197205,1,10,001000000,5,01,,0,0,06,0,12,,,,,
980124608,FIRST EMPLOYERS INSURANCE COMPANY,,GRAND CAYMAN KY1-1102,CAYMAN ISLANDS,,00000-0000,0000,15,3,1000,199211,2,00,212000000,1,01,,6,5,01,0,12,,,,,
980124949,EUROPEAN BREEDERS FUND,% SAM SHEPPARD,NEWMARKET SUFFOLK CB8 9AE,UNITED KINGDOM,,00000-0000,0000,06,3,1000,199209,2,00,229237000,5,01,202001,0,4,01,0,01,0,113269,113269,,
980125241,LANDSTUHL PARENTS TEACHERS AND STUDENTS ASSOCIATION,% LANDSTUHL ELEM MIDDLE SCHOOL,CMR 402,APO,AE,09180-0000,0000,03,3,2000,200201,1,16,000000000,5,01,201906,0,0,02,0,06,0,0,0,B112,
980126588,AVLANO SPOUSES CLUB,% TRICIA BOLES,UNIT 6122,APO,AE,09604-6122,0000,04,3,1000,199608,2,00,404000000,5,01,201812,2,3,01,0,12,24251,98684,98684,,SPOUSES OF AVLANO SOA
980127844,ALBERTA BIBLE COLLEGE,% RON FRASER,CALGARY AB T2K 3J6,CANADA,,00000-0000,0000,03,3,2000,201505,4,11,030000000,1,01,201907,7,5,01,0,07,5963567,774373,774373,B42,
980129562,BETHEL DELIVERANCE CENTER CHURCH INC,,PO BOX 6615,ST CROIX,VI,00823-6615,0000,03,3,7000,199406,1,10,001000000,1,01,,0,0,06,0,12,,,,,
980131284,ENDSWELL FOUNDATION,% JOEL SOLOMON,LOCAL,CANADA,,00000-0000,0000,03,3,1000,199303,4,04,911561000,1,01,201812,1,1,00,1,12,361,1929,,,
980131776,ASSOCIATION OF CAMPS FARTHEST OUT INC,% JASMINE SMILEY,"KARS,ON,K0A 2E0",CANADA,,00000-0000,1452,03,9,7000,195904,0,16,000000000,5,01,,0,0,02,0,12,,,,,ONTARIO GRACE
980132529,FEDERATION INTERNATIONALE DE FOOTBALL ASSOCIATION,% NIEDERER KRAFT & FREY AG,8044 ZURICH,CHINA,,00000-0000,0000,04,3,3000,199406,2,00,298317349,1,01,201812,9,9,01,0,12,4388662409,4923924758,4923924758,,FIFA
980133543,NEW ERA PUBLICATIONS INTERNATIONAL APS,,COPENHAGEN 1264,DENMARK,,00000-0000,0000,03,3,7000,199310,2,17,008000000,1,01,,0,0,13,0,12,,,,,
980135070,FRIENDS OF BROCK UNIVERSITY INC,% BROCK UNIVERSITY,ST CATHARINES ONTARIO L2S 3A1,CANADA,,00000-0000,0000,03,0,1000,199107,0,15,200000000,1,01,202004,0,0,02,0,04,0,0,0,,
980136011,MEMBERSHIP SERVICES ADMINISTRATION U K LTD,,SUSSEX RH194JY,ENGLAND,,00000-0000,0000,03,3,7000,199310,2,17,008004000,1,01,,0,0,13,0,12,,,,,
980136012,INTERNATIONAL ASSOCIATION OF SCIENTOLOGISTS,% SAINT HILL MANOR,SUSSEX RH194JY,ENGLAND,,00000-0000,0000,03,1,7000,199310,2,17,004029000,5,01,,0,0,13,0,12,,,,,
980136937,S A L T S SAIL AND LIFE TRAINING SOCIETY,,VICTORIA BC V8W 3N8,CANADA,,00000-0000,0000,03,3,1000,199405,4,15,349000000,5,01,201912,7,6,01,0,12,8801420,4340201,4312314,O51Z,
980137248,ATSUGI OFFICERS SPOUSES ASSOCIATION,,PSC 477 BOX 344,FPO,AP,96306-0004,0000,03,3,1000,199405,1,16,285602917,5,01,201709,2,4,01,0,09,21372,132256,21424,,
980139325,FELTWELL ELEMENTARY SCHOOL PTO,% ERIN DETILLION,UNIT 5185 BOX 75,APO,AE,09461-0000,0000,03,3,1200,201101,1,16,000000000,5,01,202008,0,0,02,0,08,0,0,0,B94,
980140282,INUIT ART FOUNDATION,% COUNTRY PLACE,TORONTO ONTARIO M6P 3T1,CANADA,,00000-0000,0000,03,3,1000,199409,4,16,091000000,1,01,201903,5,6,01,0,03,754321,1140151,1140151,,
